CustomerID,Age,Email,PhoneNumber,TransactionAmount,AccountBalance,TransactionType,Country,City,SignupDate,TransactionDate,Device,Browser,IsActive,LoginAttempts,FraudFlag,Income,CreditScore,LoanAmount,LoanStatus
10491,33,,,1738.6412795859183,25198.897146750332,Debit,India,Mumbai,2023-05-21,2024-09-25,Tablet,Firefox,0,1,0,77839.89501534436,455,40207.05112073229,Rejected
10492,34,test@company.com,,7708.154384549975,11253.391809445504,Credit,India,Dallas,2023-09-28,2024-12-16,Desktop,Firefox,1,2,0,102229.66942505824,338,46212.78632190004,Pending
10493,71,user@gmail.com,,1639.4326014244093,5359.569803303763,Credit,USA,Mumbai,2020-03-01,2024-05-16,Tablet,Edge,1,1,1,63473.030743683834,581,37978.609607845596,Approved
10494,32,invalid_email,invalid_phone,2236.947375745834,28896.616475715957,Debit,,Mumbai,2022-12-20,2023-03-11,Desktop,Firefox,1,1,1,74413.99022654141,837,21954.178801499176,Pending
10495,61,user@gmail.com,,471.549820850551,37977.03937523121,Credit,,Dallas,2022-03-29,2023-04-18,Mobile,Edge,1,9,0,21558.86172367318,843,25216.74887483319,Pending
10496,63,user@gmail.com,1234567890,3694.0389298239716,49650.85928309819,Debit,India,NY,2021-06-07,2023-07-20,Desktop,Safari,0,6,1,35915.36845382371,345,6253.684696471784,Pending
10497,28,invalid_email,invalid_phone,3898.7568513428987,37673.43347773644,Credit,,NY,2020-08-03,2023-02-21,Desktop,Chrome,1,9,0,94082.07294215054,543,37343.23555672689,Rejected
10498,29,test@company.com,,4902.898798657134,39475.25312703463,Credit,UK,London,2021-09-15,2024-07-02,Tablet,Safari,0,2,0,48066.45403835365,846,29823.783969752203,Approved
10499,45,,1234567890,6944.124804799663,30439.50478966867,Credit,India,Dallas,2021-07-31,2024-09-20,Desktop,Firefox,1,7,1,38794.995673528756,749,45121.99980687182,Approved
10500,15,test@company.com,,9014.05975114447,49282.0556074709,Credit,India,London,2021-11-24,2023-09-16,Tablet,Chrome,1,1,1,62173.65983534121,577,10030.55717875766,Pending
10501,68,test@company.com,1234567890,946.2080383219907,31637.77564084309,Debit,India,Mumbai,2021-02-26,2024-04-26,Desktop,Firefox,0,6,1,41259.64034130605,705,37986.30609663061,Approved
10502,17,user@gmail.com,1234567890,70.65503266089911,42872.91760638492,Debit,UK,NY,2021-12-16,2023-09-21,Mobile,Firefox,0,2,1,27750.916742153382,345,34233.583085959486,Approved
10503,30,,1234567890,-305.4220472595005,47235.01695828874,Credit,India,Dallas,2023-12-17,2023-10-30,Desktop,Chrome,0,8,1,56901.572388742796,819,13292.276690487608,Pending
10504,71,,1234567890,1008.0244697225708,46422.78352552861,Debit,,Dallas,2023-10-26,2024-07-29,Tablet,Safari,1,6,1,41366.59737752164,570,33368.931977041255,Rejected
10505,26,test@company.com,invalid_phone,6408.4696007070725,18452.18253295118,Credit,,Dallas,2023-05-14,2024-07-07,Desktop,Firefox,0,8,1,123921.44650352873,855,46218.669028832475,Pending
10506,30,invalid_email,invalid_phone,7138.509318963214,3011.7649740271913,Credit,,NY,2023-08-02,2024-07-08,Desktop,Chrome,0,1,1,28145.405700986208,537,45921.799383355945,Pending
10507,38,test@company.com,1234567890,7758.309992045282,7765.558829501588,Debit,,London,2023-02-02,2023-05-05,Mobile,Safari,0,5,0,117167.62077966997,466,35981.32872580706,Rejected
10508,42,invalid_email,,2058.936224995598,2020.3885752269812,Debit,India,NY,2022-01-23,2023-09-27,Tablet,Edge,1,4,0,69763.52517281624,675,2403.655626703005,Rejected
10509,22,,1234567890,2711.895539245959,4375.243676286142,Debit,UK,London,2022-01-16,2024-04-24,Mobile,Safari,0,1,1,107791.77021542136,887,43613.21686600808,Rejected
10510,50,test@company.com,invalid_phone,4572.913778437744,8417.21354057858,Credit,USA,Mumbai,2021-11-18,2023-05-12,Desktop,Safari,0,3,1,26849.626723340596,500,32888.930350227,Rejected
10511,22,user@gmail.com,,163.4225170323782,16395.81014595749,Debit,,Mumbai,2021-12-23,2023-01-02,Mobile,Chrome,1,3,0,139691.51932264422,531,15521.712659136721,Pending
10512,72,test@company.com,invalid_phone,5916.9859937180845,26720.521975328866,Debit,USA,London,2022-01-16,2023-04-25,Desktop,Safari,0,7,0,119758.84064270921,745,9362.518085284966,Rejected
10513,74,,invalid_phone,9829.217853595457,35295.785027109385,Debit,USA,Mumbai,2020-08-29,2024-04-25,Desktop,Edge,0,6,0,38218.5993436494,717,5810.193149865855,Approved
10514,64,user@gmail.com,,3288.466269469027,9757.294141432109,Debit,India,Mumbai,2021-10-26,2023-01-01,Mobile,Edge,0,4,0,48441.96823355685,453,2511.844962888049,Pending
10515,42,user@gmail.com,1234567890,7404.898488459531,33298.64261614511,Credit,,Dallas,2021-12-08,2023-11-27,Mobile,Firefox,1,8,1,103719.51024313315,667,37705.162397537824,Pending
10516,55,invalid_email,1234567890,4750.356113480883,34917.212799623405,Credit,,Dallas,2021-03-10,2024-07-30,Desktop,Edge,0,0,0,139803.13855826555,386,11792.149947163765,Rejected
10517,78,user@gmail.com,1234567890,842.0243657840188,27489.73918017566,Credit,,NY,2022-02-19,2024-09-28,Mobile,Firefox,0,3,0,77958.21083081036,829,1212.6468021627534,Rejected
10518,41,user@gmail.com,1234567890,5613.493212427156,45084.51135973424,Credit,USA,NY,2021-04-28,2024-01-26,Mobile,Edge,0,4,0,83132.26335283474,353,19863.532592099466,Approved
10519,77,test@company.com,,2648.679818662682,4660.735510012343,Credit,,NY,2021-01-18,2023-05-23,Desktop,Safari,0,7,0,50914.033980573855,341,24130.354029616945,Rejected
10520,31,,,-138.76631123868856,8033.194337723393,Credit,,Dallas,2020-06-18,2023-11-24,Tablet,Firefox,0,2,1,69791.41383074719,648,8461.511545006346,Pending
10521,47,invalid_email,,6166.76216623631,20861.906043863728,Credit,UK,NY,2022-10-17,2024-09-19,Mobile,Edge,0,4,0,57182.30136793974,529,2202.416808127489,Rejected
10522,43,test@company.com,invalid_phone,8518.78966790964,5462.349496946183,Debit,India,NY,2022-08-07,2024-01-12,Mobile,Safari,0,2,1,65574.24945291571,735,9456.274154903444,Approved
10523,27,user@gmail.com,,3120.0825524486786,27881.103329928457,Credit,,Dallas,2022-05-18,2023-03-31,Tablet,Safari,1,6,1,22677.691218195137,440,33955.13809182872,Pending
10524,60,user@gmail.com,1234567890,3598.10324573409,19318.423797080646,Credit,,London,2020-11-18,2023-02-11,Mobile,Firefox,1,9,1,25337.896807390905,587,4112.18386256032,Pending
10525,49,invalid_email,invalid_phone,8855.72767115572,13514.38552133184,Credit,India,Dallas,2022-04-27,2023-02-04,Desktop,Chrome,1,2,1,108489.24940815737,621,27751.851527849693,Rejected
10526,20,,1234567890,8042.8925403572375,7669.480463899501,Credit,India,London,2023-06-09,2024-05-08,Mobile,Safari,0,6,1,108633.37455994173,893,7320.599395408333,Approved
10527,61,invalid_email,1234567890,7007.00464729366,16102.250155758724,Debit,USA,Dallas,2021-11-26,2024-07-06,Desktop,Safari,1,1,0,62929.97804365854,741,9784.458679020969,Approved
10528,39,test@company.com,,2112.369169408053,30005.926892449443,Credit,USA,NY,2020-12-24,2023-05-04,Tablet,Chrome,0,6,1,135110.1115779988,466,19653.894163334935,Rejected
10529,24,invalid_email,,9057.274877149768,28365.04575535999,Credit,USA,Mumbai,2023-07-22,2023-02-26,Tablet,Firefox,0,8,0,54594.575105990036,865,5041.266802686567,Pending
10530,70,user@gmail.com,1234567890,1121.3654541617364,7344.824010721924,Debit,India,Mumbai,2020-02-01,2024-03-31,Tablet,Edge,0,4,0,71452.02165660617,762,8660.175139110643,Pending
10531,44,test@company.com,1234567890,6081.090453880829,5370.910347772304,Credit,UK,London,2020-06-25,2023-08-23,Mobile,Edge,1,5,1,115078.8311568103,755,17447.620572567706,Pending
10532,19,user@gmail.com,invalid_phone,-197.58760426155362,360.514893052499,Credit,,London,2022-07-05,2024-08-30,Tablet,Safari,1,9,1,116663.85531279103,372,16483.450274918345,Rejected
10533,47,,,6259.057966411931,-366.2947165094545,Credit,India,London,2020-03-05,2024-01-27,Mobile,Chrome,0,2,0,131951.54915167388,569,37463.57428378659,Pending
10534,79,user@gmail.com,invalid_phone,2410.015694670278,43870.332221703946,Credit,UK,Mumbai,2020-01-27,2024-05-06,Mobile,Safari,0,9,1,23777.675447775116,518,3739.115256321218,Pending
10535,32,user@gmail.com,invalid_phone,4221.6082604290605,1299.5316562748858,Credit,India,London,2020-09-24,2023-12-09,Mobile,Firefox,1,4,1,43888.6285483506,846,43022.53678331717,Rejected
10536,63,invalid_email,invalid_phone,3125.2777965990576,36292.27660353556,Credit,UK,Dallas,2021-08-19,2024-10-05,Tablet,Safari,1,4,1,103274.33018710792,482,40811.608536972744,Pending
10537,25,user@gmail.com,1234567890,1313.945940585204,43471.23990849281,Credit,India,Dallas,2022-10-08,2023-06-25,Tablet,Edge,1,2,0,63965.97000073249,377,38299.581984596916,Rejected
10538,40,test@company.com,invalid_phone,6030.798295985678,4000.9502766853366,Debit,India,Mumbai,2020-03-06,2023-02-21,Mobile,Chrome,1,7,0,25663.01722101286,607,15468.618123156624,Approved
10539,77,test@company.com,invalid_phone,8760.743328976378,21251.3726154839,Debit,UK,Dallas,2020-05-12,2024-07-03,Tablet,Firefox,1,5,1,96240.6676078695,627,41144.08927703938,Approved
10540,73,,1234567890,9570.384543965236,48077.45214188811,Credit,UK,London,2022-07-04,2024-04-22,Mobile,Safari,1,2,1,71099.5158004255,720,9140.10401446404,Rejected
10541,41,test@company.com,,1519.6368131161082,41541.07168670284,Debit,UK,Mumbai,2023-10-21,2024-05-03,Tablet,Edge,1,0,1,67332.3316107222,535,6220.4602927514115,Rejected
10542,63,invalid_email,,7032.414127661221,23974.90562475061,Credit,UK,London,2020-03-22,2023-01-05,Desktop,Safari,0,9,0,54367.35700915736,888,2247.8166744743676,Rejected
10543,47,,invalid_phone,6475.563349359664,37891.12675236919,Debit,UK,Dallas,2022-09-08,2024-12-25,Tablet,Edge,0,0,1,20779.726105205144,761,46965.5181502788,Pending
10544,15,test@company.com,1234567890,3105.4667905330116,41502.258846014854,Credit,UK,London,2023-09-13,2024-09-23,Tablet,Chrome,1,9,1,43706.80220618149,884,15400.544885263684,Pending
10545,35,invalid_email,,-299.4584067858787,16749.375122624682,Debit,UK,Mumbai,2023-01-26,2023-07-28,Tablet,Firefox,1,1,1,81650.58871641866,838,45880.894008895295,Rejected
10546,69,test@company.com,invalid_phone,6742.808096785095,44499.79876036801,Credit,UK,London,2021-08-07,2023-08-05,Mobile,Safari,0,9,1,55845.73890141489,337,13630.678075966485,Rejected
10547,20,test@company.com,invalid_phone,9427.696035874751,22994.139303534994,Debit,India,Dallas,2020-11-22,2024-06-19,Mobile,Firefox,1,4,0,133670.52830424916,725,45378.297966817474,Pending
10548,19,user@gmail.com,1234567890,6137.26128011434,25918.175541500328,Debit,UK,NY,2021-06-25,2023-12-08,Desktop,Chrome,0,6,1,38589.95608032763,897,45196.452642304415,Pending
10549,17,test@company.com,invalid_phone,4070.573603970158,49985.089528913384,Credit,UK,Mumbai,2023-02-22,2024-12-17,Desktop,Edge,0,0,1,133794.2373147062,733,46183.80225053564,Rejected
10550,67,test@company.com,,5014.115888172098,42008.45127376023,Credit,India,London,2020-07-28,2024-02-05,Desktop,Chrome,1,0,0,72627.35510444194,658,24807.671964209687,Pending
10551,37,invalid_email,1234567890,1596.1024804291342,17450.27029442198,Debit,India,Mumbai,2020-05-12,2024-04-06,Mobile,Chrome,0,3,1,55859.24069893284,330,43297.3143399446,Pending
10552,67,invalid_email,,7380.713719414244,-472.3745798923027,Debit,USA,London,2020-06-05,2024-12-30,Desktop,Firefox,1,9,1,59557.94160692914,504,47538.29480836601,Approved
10553,51,user@gmail.com,,7337.4082151034145,30934.87776348863,Credit,USA,NY,2022-05-24,2023-07-30,Desktop,Chrome,1,5,0,62909.203067768976,480,16230.847094858975,Rejected
10554,31,test@company.com,,1027.931654067962,34899.5847325335,Debit,UK,Dallas,2021-01-16,2023-01-26,Tablet,Safari,0,8,1,85853.31800870915,339,20943.720284127754,Rejected
10555,15,user@gmail.com,invalid_phone,8718.773016246421,32190.937197312363,Credit,UK,London,2022-11-11,2023-09-09,Desktop,Edge,0,0,0,66004.70046429458,722,35962.0093667872,Pending
10556,65,test@company.com,invalid_phone,2326.4922644697053,48360.97990932387,Debit,USA,London,2022-08-31,2023-01-03,Tablet,Chrome,0,9,1,104136.82511496439,456,15017.991086165044,Approved
10557,59,,,9813.688639834456,43011.522393939355,Debit,USA,NY,2021-08-17,2023-01-02,Mobile,Safari,1,4,1,75273.27092078104,467,37690.465445632944,Rejected
10558,18,,,3520.481647391081,21890.416352213077,Credit,,Mumbai,2023-12-13,2024-08-26,Mobile,Edge,1,8,1,107313.6822587519,381,3694.6072606766966,Rejected
10559,76,user@gmail.com,1234567890,1367.7826167122462,2205.731861091429,Credit,,Dallas,2021-04-16,2023-01-02,Tablet,Firefox,1,7,0,98575.43438570827,899,26174.91921442711,Pending
10560,79,user@gmail.com,1234567890,3193.061169129349,23278.99724460184,Credit,UK,London,2020-08-21,2023-05-30,Desktop,Edge,1,6,1,51779.01641580398,401,6115.67420418726,Rejected
10561,46,user@gmail.com,invalid_phone,4121.893451320528,34151.445018063176,Debit,,London,2021-07-25,2024-08-05,Mobile,Firefox,1,9,0,125660.52742051148,388,14666.173821833821,Pending
10562,48,invalid_email,invalid_phone,227.73161690209565,29993.200219577233,Debit,USA,Dallas,2022-02-09,2023-01-04,Tablet,Edge,1,1,0,123867.59081048005,644,12931.269624323599,Approved
10563,53,invalid_email,1234567890,5571.29300284454,26444.99045325513,Debit,UK,NY,2023-03-31,2024-05-11,Mobile,Chrome,1,8,0,148567.46071212878,609,41946.6036781333,Approved
10564,40,invalid_email,,5775.1406186234535,22909.766858777308,Credit,India,Mumbai,2020-10-27,2024-07-03,Mobile,Firefox,0,7,0,42756.517476349334,739,9675.862770309874,Rejected
10565,48,user@gmail.com,invalid_phone,7258.769781169458,13981.855524396702,Debit,India,Dallas,2020-11-01,2024-04-12,Desktop,Firefox,1,9,0,130218.9685055791,458,40422.39600795595,Pending
10566,68,test@company.com,,-193.71613094719544,13144.684847956092,Debit,USA,Mumbai,2020-01-02,2023-03-11,Mobile,Firefox,0,9,0,133357.51993053997,413,39698.0172953961,Approved
10567,17,,1234567890,5183.001251555216,24511.805425215895,Credit,,NY,2020-09-27,2023-07-20,Tablet,Chrome,0,8,1,103481.34165830813,835,24944.152777861495,Rejected
10568,64,user@gmail.com,invalid_phone,55.52804934197604,7190.7604679121,Debit,India,NY,2021-02-24,2023-11-04,Desktop,Chrome,1,8,1,85830.02111174975,462,11692.16277980648,Rejected
10569,26,invalid_email,invalid_phone,6862.014309649861,16374.95660231488,Debit,,Dallas,2023-03-12,2023-09-09,Tablet,Edge,0,8,1,144443.74230197433,585,11344.816997811136,Rejected
10570,79,invalid_email,1234567890,85.14384986033701,15522.94301021508,Credit,India,London,2021-11-30,2023-10-14,Tablet,Edge,0,2,1,146449.9506239228,354,23246.23235579239,Pending
10571,68,user@gmail.com,invalid_phone,9073.142407587144,28943.772880794244,Credit,,NY,2022-05-13,2023-10-19,Tablet,Chrome,0,6,0,103420.66932448614,875,440.4503696758155,Pending
10572,19,user@gmail.com,1234567890,6871.866952287214,2400.7973185142537,Credit,India,NY,2022-08-17,2023-06-03,Desktop,Chrome,1,0,1,66742.78153014112,332,26567.537730568307,Approved
10573,71,invalid_email,invalid_phone,4827.5925333941495,41313.10269351985,Credit,India,Dallas,2022-09-20,2023-05-13,Mobile,Firefox,0,8,1,126231.47385057271,857,47638.976288352766,Pending
10574,31,test@company.com,1234567890,4135.791194452337,27681.297399604508,Credit,UK,Dallas,2022-10-06,2024-08-08,Tablet,Edge,1,8,0,31603.210737939982,495,7735.3440931298255,Pending
10575,61,invalid_email,invalid_phone,872.062619339255,33212.160719572705,Credit,UK,Dallas,2022-05-28,2023-10-01,Mobile,Edge,1,2,1,57777.43372387224,747,28667.28107378017,Rejected
10576,37,invalid_email,,2555.4935904289623,34857.78909173107,Credit,USA,NY,2021-11-22,2024-11-27,Mobile,Firefox,1,4,0,148122.0583204705,890,48088.93443222284,Rejected
10577,28,user@gmail.com,,8624.07060271941,13865.690978969362,Credit,India,Mumbai,2022-05-16,2024-05-23,Tablet,Firefox,0,7,1,125863.34033690603,391,43026.106974580005,Approved
10578,65,test@company.com,,8996.754521406187,22988.949936628193,Credit,,NY,2022-11-26,2023-12-19,Mobile,Firefox,0,5,1,142145.7213039861,527,42519.00581906701,Rejected
10579,52,invalid_email,invalid_phone,-492.1490621094238,47768.543749353026,Debit,India,Dallas,2020-04-16,2023-01-05,Desktop,Safari,1,9,0,97323.2942801484,585,41092.49651980945,Rejected
10580,78,invalid_email,invalid_phone,5738.432110514288,38101.96713783756,Credit,,London,2023-08-13,2023-10-20,Desktop,Safari,1,9,1,72997.41955925507,534,15451.180302809282,Rejected
10581,52,,,7052.656394763693,48447.40063638245,Credit,,London,2023-01-25,2023-12-26,Mobile,Chrome,1,8,1,147359.71344083492,401,44530.84156334061,Pending
10582,64,user@gmail.com,,5996.843315804866,37058.971602460704,Debit,India,Dallas,2020-10-07,2024-08-20,Mobile,Edge,0,2,1,60225.326161430115,439,47067.017561658555,Rejected
10583,44,,1234567890,357.63753109671677,7955.607125134387,Credit,,London,2023-02-07,2023-08-02,Desktop,Firefox,0,6,1,118463.85625816003,565,24789.62116495197,Approved
10584,65,,1234567890,1786.1114373884734,2291.3300760784878,Debit,USA,NY,2021-07-02,2024-02-10,Mobile,Firefox,0,5,0,92566.90452702707,641,17728.55236297294,Approved
10585,77,invalid_email,1234567890,2128.5728075045536,28460.733272702844,Debit,UK,Mumbai,2021-07-05,2024-03-11,Mobile,Edge,0,4,1,49705.9289168805,872,20711.450780292806,Rejected
10586,66,user@gmail.com,,8233.108628703441,17248.477264833087,Credit,,NY,2020-07-06,2023-01-15,Mobile,Safari,0,3,0,22272.827363110548,834,16710.322091563277,Rejected
10587,52,test@company.com,,4363.594081243665,13048.353417046681,Debit,India,Dallas,2022-01-21,2023-09-30,Mobile,Edge,0,4,0,69889.33176553085,822,10620.922101227005,Approved
10588,44,invalid_email,,4611.696225382987,40167.76081769629,Credit,UK,NY,2022-05-19,2024-07-16,Tablet,Chrome,0,3,1,91199.10107405012,315,30922.42351264447,Pending
10589,65,test@company.com,1234567890,9316.37698882234,17716.656621179314,Credit,USA,London,2023-10-09,2023-02-14,Mobile,Safari,1,2,0,43814.75212395066,860,28129.844312266145,Rejected
10590,19,test@company.com,invalid_phone,6189.401832974513,15167.0494564495,Debit,,NY,2020-01-19,2024-12-03,Desktop,Edge,0,6,1,73892.13516195948,635,23129.25355196378,Approved
10591,43,user@gmail.com,,8936.01086630297,42349.36725161953,Debit,,Mumbai,2022-05-08,2024-09-25,Tablet,Edge,1,5,0,99974.69098566478,689,4792.269334241589,Pending
10592,18,,invalid_phone,4293.342981086096,42160.65416080947,Debit,UK,London,2023-11-17,2024-02-16,Tablet,Chrome,0,3,0,112940.00643474617,469,39844.64823529999,Approved
10593,24,user@gmail.com,invalid_phone,1069.0807144420894,17174.698525507887,Credit,,Mumbai,2023-07-08,2023-07-06,Desktop,Edge,1,8,0,26856.52888784986,418,8746.67813753946,Pending
10594,70,test@company.com,invalid_phone,9264.323737777899,41457.433750284275,Credit,India,Mumbai,2022-09-11,2024-12-26,Mobile,Safari,0,0,0,106343.5068343069,341,5728.102169802407,Approved
10595,31,invalid_email,1234567890,4316.4037145091515,42389.70300696568,Debit,UK,Mumbai,2021-02-13,2024-10-22,Tablet,Firefox,0,0,1,27366.75015410358,309,31153.56977414737,Approved
10596,31,test@company.com,invalid_phone,1407.1299297276296,20620.45728651298,Credit,UK,NY,2023-11-27,2023-06-19,Tablet,Firefox,0,8,1,23664.114396714693,729,19932.21806188616,Pending
10597,48,invalid_email,,2675.1552731911834,2390.1296406677498,Credit,,NY,2021-04-28,2024-12-21,Mobile,Firefox,1,6,1,39813.56336836575,767,2990.4237676164735,Rejected
10598,20,invalid_email,1234567890,33.42719173389355,-919.1831322166548,Debit,USA,NY,2023-08-20,2024-08-16,Mobile,Safari,0,1,1,104973.7274375035,348,17778.41774805291,Approved
10599,67,user@gmail.com,,4417.156210292044,25687.915607338746,Debit,USA,NY,2021-09-15,2024-02-05,Desktop,Edge,0,9,0,26866.787574979367,506,38589.017614248136,Rejected
10600,57,test@company.com,,8457.845805057485,16547.850161888142,Debit,USA,London,2021-10-17,2024-12-08,Tablet,Edge,1,4,1,22716.507586724638,813,30762.460260854878,Approved
10601,37,,1234567890,9302.594788070239,49853.72660207667,Debit,USA,NY,2022-02-06,2023-09-03,Mobile,Edge,0,3,1,35334.736475182006,879,18139.30114934984,Pending
10602,69,test@company.com,,9292.32317878826,38392.9609809915,Debit,UK,London,2020-01-18,2024-07-05,Mobile,Edge,0,0,1,143463.72879237426,509,9590.239581729404,Rejected
10603,30,test@company.com,,814.9152691018407,37825.048273871034,Debit,UK,Mumbai,2020-07-02,2024-11-10,Desktop,Firefox,1,8,0,137946.10749053815,438,31589.781040238664,Pending
10604,22,,1234567890,3511.565766366098,47717.38118265453,Debit,,London,2021-02-08,2023-02-12,Tablet,Safari,0,5,0,31240.576762955025,336,44377.765047317764,Pending
10605,18,user@gmail.com,,-203.5980236675831,44273.94429255936,Debit,USA,Dallas,2022-03-09,2024-12-23,Mobile,Chrome,1,5,0,59521.7138571532,517,32313.63590079569,Rejected
10606,18,test@company.com,invalid_phone,8479.236122200464,15227.561452275824,Debit,USA,NY,2023-02-28,2023-06-28,Desktop,Safari,1,3,0,143148.01707614466,755,40645.19273251121,Rejected
10607,70,test@company.com,,3266.935501223375,7465.348301797694,Debit,,Dallas,2021-04-23,2024-04-01,Tablet,Edge,1,1,0,32699.397549345158,811,26076.391927718552,Rejected
10608,39,invalid_email,invalid_phone,6126.7287928684655,37040.505518339596,Credit,,London,2020-01-08,2024-06-18,Tablet,Edge,0,7,1,32297.47765753445,577,35898.55533705144,Pending
10609,41,test@company.com,,7006.43359981153,18291.968577826523,Credit,,NY,2021-12-05,2024-08-29,Tablet,Safari,0,7,0,31180.506705514763,479,44811.33868891762,Pending
10610,46,,1234567890,4013.3690323031315,23131.80523317878,Debit,India,Dallas,2023-09-03,2024-11-02,Tablet,Safari,1,2,1,146941.91108282786,816,38658.948912932756,Pending
10611,64,invalid_email,1234567890,2717.6445337775517,31150.284295016172,Credit,,NY,2023-11-15,2023-09-01,Desktop,Firefox,1,6,0,116604.10672671623,429,45492.697669907284,Rejected
10612,75,user@gmail.com,,9603.23555621742,45301.50652369727,Credit,,London,2023-03-05,2023-01-17,Mobile,Edge,0,6,0,47882.96775670879,658,21556.98010580299,Approved
10613,65,invalid_email,1234567890,9627.126362750469,20373.475437219266,Credit,India,Dallas,2021-06-14,2023-04-22,Tablet,Safari,0,4,0,25973.143968545384,303,45211.01275635283,Rejected
10614,33,,,2539.08186431523,38949.161401187426,Credit,USA,London,2022-07-01,2024-09-06,Tablet,Edge,0,4,0,145481.39615849935,898,31078.36172408538,Approved
10615,35,,1234567890,4536.06351581681,12685.32935500753,Credit,UK,Dallas,2023-10-22,2024-08-20,Mobile,Safari,1,7,0,75313.57542875985,857,43502.43830408468,Pending
10616,19,invalid_email,invalid_phone,9714.863665930236,34596.56133710429,Credit,USA,Mumbai,2021-11-19,2024-06-30,Tablet,Edge,0,3,0,97788.8004783467,382,1968.82652189177,Approved
10617,56,user@gmail.com,,-448.8817196172161,-919.4495250264947,Debit,UK,Mumbai,2022-10-31,2023-01-30,Tablet,Safari,1,0,1,56295.5103547563,453,32892.619095676804,Rejected
10618,75,invalid_email,invalid_phone,3833.1216079810674,43446.867888022374,Debit,UK,Mumbai,2021-07-06,2023-07-11,Mobile,Edge,1,0,0,118586.84189782124,805,42398.75394389493,Rejected
10619,36,user@gmail.com,invalid_phone,554.8042716501684,549.3585776775874,Credit,,Mumbai,2021-03-21,2024-03-12,Mobile,Chrome,0,8,0,45584.30496622214,808,8710.101682159988,Rejected
10620,35,invalid_email,,4846.158638407327,35350.44149289179,Credit,,Mumbai,2023-02-11,2023-06-28,Tablet,Firefox,0,3,1,122298.55133881688,396,33089.34667324615,Approved
10621,15,,invalid_phone,-240.96547732488494,1359.1676523254782,Debit,India,London,2021-12-06,2024-09-07,Mobile,Chrome,1,0,0,49978.39563355451,581,41247.73571083157,Rejected
10622,19,test@company.com,,3772.4335296015925,12578.530669094176,Credit,USA,Mumbai,2020-07-14,2024-11-07,Desktop,Firefox,1,1,0,32728.589338938655,899,14397.468481631853,Approved
10623,26,test@company.com,invalid_phone,1817.340285246019,24357.322581384207,Credit,USA,London,2022-05-09,2024-04-18,Desktop,Firefox,0,9,1,82246.93208900446,898,20262.3163953196,Pending
10624,60,user@gmail.com,,5099.737805816779,20416.872952760146,Credit,UK,Mumbai,2023-09-08,2024-09-25,Tablet,Safari,1,6,1,125718.1848964346,837,28475.88592496097,Approved
10625,48,user@gmail.com,,9957.933315557346,8783.64184465154,Credit,,NY,2021-09-19,2023-05-14,Tablet,Chrome,0,1,0,70032.410540082,728,25958.384444228104,Pending
10626,63,user@gmail.com,1234567890,7905.62910383085,16024.560497171107,Credit,,Mumbai,2022-09-07,2023-11-08,Mobile,Firefox,0,0,0,23753.574587006406,842,1959.4696518567823,Approved
10627,59,,,8379.241962056425,36113.02487310932,Debit,USA,NY,2021-09-21,2023-01-25,Mobile,Edge,1,9,0,91930.2625987743,425,4933.604904270672,Pending
10628,41,invalid_email,,6170.282367270349,33132.11172156206,Debit,India,London,2023-04-03,2024-01-06,Tablet,Safari,1,8,0,108461.28056005859,600,5023.328965218066,Rejected
10629,40,,invalid_phone,-63.62159314128513,2662.5437719597003,Credit,,Mumbai,2023-06-29,2024-06-08,Tablet,Safari,0,4,0,116290.34289368088,842,13113.39527495875,Approved
10630,61,test@company.com,,1671.3755984635131,37113.107104217204,Debit,India,Dallas,2020-02-13,2023-11-15,Desktop,Edge,1,3,0,72250.24406020693,666,12293.205640122462,Pending
10631,70,user@gmail.com,1234567890,9213.177842694078,1705.3399410484462,Credit,USA,London,2021-05-03,2023-08-18,Mobile,Edge,1,3,1,32612.552094012073,344,37111.11918933998,Rejected
10632,77,invalid_email,invalid_phone,3344.187738251888,26689.245844089004,Credit,USA,Mumbai,2020-06-29,2023-04-12,Tablet,Firefox,0,0,1,95962.43648024023,792,28637.219300807224,Rejected
10633,62,test@company.com,invalid_phone,588.1856280483537,12263.200150151722,Credit,India,London,2023-01-05,2024-03-25,Tablet,Edge,1,2,1,62841.22508096363,615,38198.80423226206,Pending
10634,75,test@company.com,1234567890,6875.256341595121,28972.19650555076,Credit,,Dallas,2021-01-08,2024-01-13,Mobile,Safari,0,0,1,143095.37269573088,488,3494.8028705435063,Pending
10635,40,test@company.com,invalid_phone,2644.3061013096735,12327.748192985995,Credit,USA,Mumbai,2021-09-19,2023-07-22,Mobile,Edge,1,4,0,85352.5740479726,351,24260.711873580032,Approved
10636,50,,invalid_phone,2322.9975854938025,49232.85645091738,Credit,UK,Dallas,2022-08-14,2023-09-24,Tablet,Chrome,0,4,1,81394.58608386722,863,16188.778963263472,Pending
10637,15,user@gmail.com,invalid_phone,9978.763283361734,14796.137370104125,Credit,USA,Mumbai,2020-03-07,2024-04-06,Tablet,Safari,1,8,0,60197.23920138639,631,42496.96553778732,Pending
10638,22,test@company.com,invalid_phone,8510.458712779871,11339.992419399296,Credit,,NY,2023-01-20,2023-12-31,Tablet,Edge,1,7,0,64042.24569986123,798,35389.45784549516,Rejected
